Trigger Time: 999.6875 ms
time,x,y,z
3695,26,0,-28
3695.3125,24,-10,-30
3695.625,38,2,-24
3695.9375,26,0,-34
3696.25,22,-4,-34
3696.5625,36,0,-26
3696.875,28,0,-42
3697.1875,20,2,-36
3697.5,12,22,-32
3697.8125,28,-4,-30
3698.125,8,2,2
3698.4375,28,4,-30
3698.75,22,2,-30
3699.0625,32,0,-28
3699.375,24,-6,-26
3699.6875,26,-6,-36
3700,30,-6,-22
3700.3125,26,0,-32
3700.625,24,2,-50
3700.9375,26,6,-30
3701.25,48,-10,-44
3701.5625,24,0,-24
3701.875,24,10,-34
3702.1875,16,6,-24
3702.5,24,2,-22
3702.8125,30,-4,-32
3703.125,36,0,-24
3703.4375,42,2,-6
3703.75,28,0,-26
3704.0625,22,34,-44
3704.375,24,8,-26
3704.6875,22,14,14
3705,32,0,-28
3705.3125,26,4,-22
3705.625,26,0,-30
3705.9375,36,0,-24
3706.25,42,-2,-22
3706.5625,24,2,-36
3706.875,40,-6,-8
3707.1875,18,2,-4
3707.5,44,-8,-32
3707.8125,24,2,-40
3708.125,14,0,-28
3708.4375,24,-6,-30
3708.75,20,0,-26
3709.0625,28,0,-26
3709.375,20,14,-40
3709.6875,26,2,-32
3710,8,10,-66
3710.3125,24,0,-2
3710.625,46,0,-42
3710.9375,28,6,-30
3711.25,24,-4,-22
3711.5625,26,0,-32
3711.875,32,0,-32
3712.1875,30,0,-22
3712.5,12,8,-28
3712.8125,16,6,-52
3713.125,22,0,-30
3713.4375,12,22,-30
3713.75,40,-8,-30
3714.0625,32,10,-28
3714.375,26,0,-8
3714.6875,30,0,-24
3715,12,0,-28
3715.3125,26,4,-46
3715.625,20,8,-30
3715.9375,18,2,-48
3716.25,32,4,-22
3716.5625,48,0,0
3716.875,30,-4,-28
3717.1875,44,-4,0
3717.5,40,2,-24
3717.8125,22,0,-38
3718.125,26,-6,-34
3718.4375,24,4,-34
3718.75,38,0,-20
3719.0625,32,4,-34
3719.375,16,-16,-38
3719.6875,20,6,-44
3720,26,16,-40
3720.3125,18,0,-22
3720.625,30,0,12
3720.9375,34,-4,-8
3721.25,30,0,-32
3721.5625,18,2,-24
3721.875,26,0,-30
3722.1875,42,0,-24
3722.5,20,0,-20
3722.8125,32,-4,-28
3723.125,42,4,-50
3723.4375,30,0,-64
3723.75,22,2,-30
3724.0625,24,6,-30
3724.375,28,0,-42
3724.6875,20,0,-28
3725,22,12,-36
3725.3125,22,18,-54
3725.625,26,0,-16
3725.9375,42,-20,-24
3726.25,24,4,-28
3726.5625,24,4,-14
3726.875,24,-10,-30
3727.1875,30,0,-26
3727.5,30,4,-28
3727.8125,30,0,-22
3728.125,32,-2,-12
3728.4375,56,-10,-22
3728.75,30,0,-34
3729.0625,20,-12,-4
3729.375,34,0,-16
3729.6875,24,0,-34
3730,24,0,-10
3730.3125,28,4,-24
3730.625,30,0,-30
3730.9375,26,6,-42
3731.25,10,18,-36
3731.5625,24,4,-40
3731.875,20,6,-30
3732.1875,32,-12,-40
3732.5,26,8,-26
3732.8125,16,16,-54
3733.125,28,0,-32
3733.4375,24,-10,-28
3733.75,16,4,-28
3734.0625,26,6,-26
3734.375,36,-10,-24
3734.6875,34,4,-30
3735,24,0,-28
3735.3125,26,0,-16
3735.625,40,0,-18
3735.9375,26,6,-34
3736.25,24,0,0
3736.5625,40,0,-28
3736.875,30,0,-28
3737.1875,24,-4,-32
3737.5,26,8,-24
3737.8125,30,-10,-28
3738.125,28,0,-38
3738.4375,20,14,-12
3738.75,22,8,-32
3739.0625,26,2,-10
3739.375,18,-6,-16
3739.6875,30,-14,-30
3740,40,4,-28
3740.3125,28,2,-34
3740.625,40,-8,-30
3740.9375,38,0,-22
3741.25,38,0,-16
3741.5625,14,10,-64
3741.875,28,4,-6
3742.1875,42,0,2
3742.5,30,8,-26
3742.8125,26,0,-34
3743.125,22,-10,-30
3743.4375,26,0,-30
3743.75,28,-6,-34
3744.0625,28,0,-28
3744.375,48,-6,-22
3744.6875,24,6,-38
3745,16,-10,-36
3745.3125,16,0,-22
3745.625,24,0,4
3745.9375,30,0,-28
3746.25,28,14,-36
3746.5625,26,0,-24
3746.875,32,-8,-40
3747.1875,26,-4,-30
3747.5,22,6,-26
3747.8125,24,0,-40
3748.125,48,-6,-8
3748.4375,18,6,-34
3748.75,20,6,0
3749.0625,26,6,-24
3749.375,24,10,-32
3749.6875,2,2,-28
3750,24,0,-30
3750.3125,16,6,-26
3750.625,22,-4,-30
3750.9375,46,0,-26
3751.25,26,-4,-32
3751.5625,18,8,-46
3751.875,28,26,-26
3752.1875,26,0,-32
3752.5,28,8,-8
3752.8125,32,0,-26
3753.125,26,0,4
3753.4375,24,2,-18
3753.75,24,2,-20
3754.0625,20,8,-54
3754.375,32,0,-24
3754.6875,12,12,-64
3755,32,0,-38
3755.3125,12,2,-22
3755.625,22,4,-30
3755.9375,26,4,-30
3756.25,24,0,-30
3756.5625,30,0,-24
3756.875,22,0,-36
3757.1875,14,16,-30
3757.5,22,4,-32
3757.8125,14,24,-62
3758.125,32,0,-52
3758.4375,40,0,-30
3758.75,28,0,-42
3759.0625,24,-4,-42
3759.375,26,0,-24
3759.6875,36,0,-24
3760,26,4,-40
3760.3125,18,12,-28
3760.625,28,0,-20
3760.9375,26,6,-26
3761.25,40,6,-38
3761.5625,18,0,-40
3761.875,32,-16,-40
3762.1875,26,4,-24
3762.5,28,2,-48
3762.8125,26,0,-24
3763.125,32,6,-38
3763.4375,36,-8,-28
3763.75,28,0,-36
3764.0625,32,2,-28
3764.375,42,-4,-14
3764.6875,30,-6,-56
3765,16,20,-16
3765.3125,30,6,-44
3765.625,12,2,-26
3765.9375,26,2,-28
3766.25,26,0,-32
3766.5625,22,4,-42
3766.875,26,-4,-26
3767.1875,26,4,-34
3767.5,22,0,-26
3767.8125,20,8,-34
3768.125,26,0,-8
3768.4375,38,-8,-28
3768.75,32,10,-34
3769.0625,26,2,-26
3769.375,24,4,-24
3769.6875,40,0,-24
3770,28,0,-32
3770.3125,18,10,-50
3770.625,28,0,-30
3770.9375,10,20,-28
3771.25,16,0,-30
3771.5625,50,0,-38
3771.875,28,0,-36
3772.1875,28,0,-14
3772.5,26,0,-24
3772.8125,26,0,-38
3773.125,20,2,-32
3773.4375,44,0,-24
3773.75,20,14,-12
3774.0625,24,6,-36
3774.375,26,22,-64
3774.6875,22,0,-14
3775,28,0,-34
3775.3125,40,0,-30
3775.625,28,2,-28
3775.9375,22,0,-26
3776.25,32,-8,-32
3776.5625,28,6,-16
3776.875,24,0,-34
3777.1875,8,12,-64
3777.5,18,10,-46
3777.8125,28,4,-40
3778.125,34,-10,-28
3778.4375,30,0,-40
3778.75,26,2,-24
3779.0625,26,2,-42
3779.375,20,6,-36
3779.6875,34,0,-18
3780,22,0,-38
3780.3125,16,0,-28
3780.625,38,6,0
3780.9375,26,2,-24
3781.25,12,12,-16
3781.5625,26,0,-22
3781.875,22,6,-34
3782.1875,22,6,-24
3782.5,30,0,-30
3782.8125,12,18,-42
3783.125,36,-2,-24
3783.4375,30,0,-24
3783.75,38,2,6
3784.0625,30,0,-26
3784.375,20,10,-24
3784.6875,28,6,-26
3785,26,0,-16
3785.3125,26,0,-30
3785.625,24,4,-26
3785.9375,30,0,-32
3786.25,34,0,-28
3786.5625,18,6,-52
3786.875,24,0,-20
3787.1875,20,8,-36
3787.5,28,8,-30
3787.8125,26,2,-24
3788.125,22,-10,-28
3788.4375,30,0,-50
3788.75,32,0,-26
3789.0625,26,0,-36
3789.375,34,2,-24
3789.6875,26,8,-34
3790,38,0,-26
3790.3125,24,0,-26
3790.625,26,0,-12
3790.9375,38,2,-44
3791.25,20,0,-10
3791.5625,24,2,-28
3791.875,32,2,-24
3792.1875,28,2,-40
3792.5,28,-10,-26
3792.8125,22,6,-34
3793.125,30,10,0
3793.4375,24,-6,-32
3793.75,26,2,-8
3794.0625,26,4,-34
3794.375,22,6,-36
3794.6875,30,0,-32
3795,20,0,-30
3795.3125,20,6,-36
3795.625,18,18,-42
3795.9375,28,0,-38
3796.25,26,-4,-64
3796.5625,30,0,-32
3796.875,22,0,-14
3797.1875,30,6,-24
3797.5,26,12,-32
3797.8125,0,4,-24
3798.125,30,2,-18
3798.4375,12,6,-32
3798.75,28,4,-24
3799.0625,28,-8,-36
3799.375,26,0,-44
3799.6875,18,16,-32
3800,38,0,-28
3800.3125,16,0,-44
3800.625,30,0,-28
3800.9375,26,0,-40
3801.25,28,0,-32
3801.5625,40,0,-30
3801.875,26,-12,-24
3802.1875,24,0,-22
3802.5,38,-18,-26
3802.8125,26,2,-20
3803.125,28,0,-32
3803.4375,34,-12,-24
3803.75,30,-8,2
3804.0625,40,0,-32
3804.375,36,0,0
3804.6875,32,0,-18
3805,24,2,-32
3805.3125,26,0,-52
3805.625,30,0,-28
3805.9375,16,16,-46
3806.25,24,6,-14
3806.5625,28,0,-36
3806.875,34,-10,-26
3807.1875,28,8,-30
3807.5,28,0,-32
3807.8125,26,2,-24
3808.125,14,6,-32
3808.4375,26,2,-32
3808.75,22,4,-24
3809.0625,22,14,-38
3809.375,18,14,-32
3809.6875,20,6,-34
3810,24,2,-30
3810.3125,24,0,-48
3810.625,20,0,-30
3810.9375,30,10,-30
3811.25,28,-4,-36
3811.5625,24,2,-24
3811.875,18,-10,-40
3812.1875,34,6,-18
3812.5,18,16,-26
3812.8125,32,0,-16
3813.125,26,0,-48
3813.4375,32,0,-30
3813.75,30,6,-24
3814.0625,24,0,-28
3814.375,32,0,-36
3814.6875,34,0,-24
3815,10,8,-24
3815.3125,28,0,-2
3815.625,48,-6,-32
3815.9375,14,10,-32
3816.25,28,0,-34
3816.5625,26,0,-28
3816.875,28,-18,-38
3817.1875,32,0,-20
3817.5,32,2,-28
3817.8125,20,8,-40
3818.125,48,0,-24
3818.4375,32,-12,-32
3818.75,38,2,-14
3819.0625,12,26,-28
3819.375,18,14,-30
3819.6875,24,0,-40
3820,24,2,-26
3820.3125,30,-10,-34
3820.625,28,0,-30
3820.9375,24,4,-32
3821.25,42,-14,-32
3821.5625,28,0,-20
3821.875,24,8,-44
3822.1875,26,0,-20
3822.5,28,24,-66
3822.8125,24,-4,-26
3823.125,30,12,-56
3823.4375,24,4,-28
3823.75,28,0,-28
3824.0625,18,0,-34
3824.375,28,0,-24
3824.6875,16,14,-36
3825,34,0,-18
3825.3125,52,2,-14
3825.625,30,4,-8
3825.9375,44,-4,-14
3826.25,36,-6,-36
3826.5625,24,-4,-12
3826.875,26,0,-22
3827.1875,16,6,-30
3827.5,22,6,-38
3827.8125,16,8,-28
3828.125,32,0,-20
3828.4375,14,16,-58
3828.75,30,6,-60
3829.0625,20,16,-18
3829.375,22,0,-40
3829.6875,16,0,-30
3830,26,0,-4
3830.3125,28,-6,-22
3830.625,34,-6,-32
3830.9375,32,-6,-26
3831.25,20,-18,-34
3831.5625,30,-6,-26
3831.875,26,28,-46
3832.1875,24,0,-32
3832.5,24,16,-60
3832.8125,30,4,-30
3833.125,24,4,-34
3833.4375,26,2,-32
3833.75,24,0,-36
3834.0625,46,0,-34
3834.375,22,8,-52
3834.6875,30,0,-26
3835,46,-4,-40
3835.3125,38,-10,-26
3835.625,24,6,-50
3835.9375,14,0,-30
3836.25,24,0,-40
3836.5625,34,-6,-40
3836.875,32,0,-30
3837.1875,32,-8,-32
3837.5,14,8,-30
3837.8125,16,10,-44
3838.125,32,0,-16
3838.4375,32,-4,0
3838.75,36,0,-38
3839.0625,28,10,-30
3839.375,26,-8,-26
3839.6875,44,0,-16
3840,24,6,-34
3840.3125,32,2,-32
3840.625,20,2,-24
3840.9375,14,2,-22
3841.25,40,0,-14
3841.5625,26,0,-44
3841.875,30,0,-8
3842.1875,34,0,-30
3842.5,30,2,-68
3842.8125,24,0,-28
3843.125,26,0,-42
3843.4375,28,-6,-32
3843.75,22,2,-28
3844.0625,28,12,-22
3844.375,24,2,-42
3844.6875,6,14,-68
3845,30,0,-18
3845.3125,28,4,-26
3845.625,14,20,-42
3845.9375,28,0,-28
3846.25,28,20,-32
3846.5625,28,0,-32
3846.875,32,0,-30
3847.1875,42,-8,-38
3847.5,34,0,-28
3847.8125,16,6,-52
3848.125,24,0,-44
3848.4375,26,24,-24
3848.75,32,-12,-30
3849.0625,30,-6,2
3849.375,34,0,-12
3849.6875,30,0,-32
3850,20,-2,-24
3850.3125,20,0,-32
3850.625,46,-8,-26
3850.9375,22,14,-18
3851.25,28,0,-26
3851.5625,50,0,-28
3851.875,16,14,-46
3852.1875,24,2,-32
3852.5,30,-10,4
3852.8125,46,2,-24
3853.125,20,0,-34
3853.4375,28,-2,-34
3853.75,30,10,-16
3854.0625,16,6,-32
3854.375,24,8,-40
3854.6875,38,0,-22
3855,22,4,-32
3855.3125,26,0,-32
3855.625,48,14,-8
3855.9375,38,0,-32
3856.25,28,-6,-10
3856.5625,26,0,-38
3856.875,20,4,-32
3857.1875,16,8,-40
3857.5,4,16,-28
3857.8125,10,12,-58
3858.125,24,0,-36
3858.4375,24,-10,-36
3858.75,26,8,-46
3859.0625,12,2,-20
3859.375,24,-4,-30
3859.6875,30,2,-36
3860,30,-8,-26
3860.3125,20,-10,-30
3860.625,26,8,-34
3860.9375,20,10,-42
3861.25,22,10,-32
3861.5625,24,2,-36
3861.875,22,0,0
3862.1875,32,0,-38
3862.5,22,4,-8
3862.8125,20,0,-24
3863.125,20,4,-28
3863.4375,24,0,-32
3863.75,32,0,-24
3864.0625,22,14,-48
3864.375,34,0,-12
3864.6875,24,4,-16
3865,16,-6,-12
3865.3125,32,-4,-26
3865.625,24,2,-16
3865.9375,20,0,-28
3866.25,16,2,-44
3866.5625,24,0,-36
3866.875,24,-10,-28
3867.1875,24,4,-30
3867.5,24,20,-32
3867.8125,24,0,-34
3868.125,26,22,-50
3868.4375,16,0,-28
3868.75,28,2,-38
3869.0625,22,0,0
3869.375,28,0,-32
3869.6875,16,2,-26
3870,22,2,-36
3870.3125,26,-10,-28
3870.625,22,0,-32
3870.9375,42,-4,-24
3871.25,44,0,-44
3871.5625,22,4,-30
3871.875,18,4,-44
3872.1875,8,4,-30
3872.5,24,-12,-38
3872.8125,18,6,-30
3873.125,28,-8,-32
3873.4375,20,0,-26
3873.75,24,0,-44
3874.0625,28,-2,-16
3874.375,44,0,-24
3874.6875,20,8,-42
3875,30,0,-26
3875.3125,50,10,-34
3875.625,32,0,-28
3875.9375,10,0,-14
3876.25,26,0,-26
3876.5625,20,0,-24
3876.875,24,0,-26
3877.1875,32,-8,-16
3877.5,44,-16,-28
3877.8125,32,6,-12
3878.125,22,4,-64
3878.4375,16,0,-30
3878.75,24,-6,14
3879.0625,38,2,-26
3879.375,22,0,-36
3879.6875,16,10,-26
3880,24,4,-40
3880.3125,10,10,-28
3880.625,28,0,-50
3880.9375,28,2,-30
3881.25,10,30,-30
3881.5625,20,-4,-30
3881.875,28,0,-34
3882.1875,26,4,-26
3882.5,26,6,-52
3882.8125,32,-6,-32
3883.125,24,0,-32
3883.4375,22,6,-50
3883.75,38,-8,-32
3884.0625,36,0,-16
3884.375,14,0,-32
3884.6875,20,-12,-6
3885,36,-4,-32
3885.3125,30,2,-58
3885.625,26,-6,-28
3885.9375,24,2,-26
3886.25,30,2,-36
3886.5625,28,-8,-30
3886.875,28,2,-36
3887.1875,36,-6,-26
3887.5,30,0,-20
3887.8125,24,-16,-38
3888.125,30,0,-32
3888.4375,28,2,-38
3888.75,26,0,-20
3889.0625,30,0,-32
3889.375,18,0,-32
3889.6875,28,6,-30
3890,18,0,-24
3890.3125,18,4,-52
3890.625,44,0,-18
3890.9375,38,2,0
3891.25,30,2,-28
3891.5625,52,0,-22
3891.875,28,0,-26
3892.1875,26,0,-56
3892.5,30,0,-40
3892.8125,30,-8,-26
3893.125,30,4,-30
3893.4375,20,4,-50
3893.75,28,0,-36
3894.0625,16,28,-58
3894.375,30,0,-20
3894.6875,26,6,-14
3895,38,-18,-28
3895.3125,30,0,-30
3895.625,14,2,-40
3895.9375,24,0,-40
3896.25,24,10,-22
3896.5625,26,2,-26
3896.875,26,6,-16
3897.1875,20,-18,-36
3897.5,34,6,-16
3897.8125,28,-6,-6
3898.125,38,-4,-26
3898.4375,28,8,-48
3898.75,26,-10,-30
3899.0625,24,0,-26
3899.375,20,8,-32
3899.6875,34,0,-40
3900,30,0,-26
3900.3125,30,-6,-36
3900.625,28,0,-32
3900.9375,14,18,-26
3901.25,18,20,-46
3901.5625,26,0,0
3901.875,44,0,-28
3902.1875,30,-10,-36
3902.5,26,6,-36
3902.8125,24,4,-34
3903.125,32,-10,-26
3903.4375,30,6,-16
3903.75,38,-22,-24
3904.0625,28,6,-18
3904.375,42,-26,0
3904.6875,36,0,-26
3905,24,6,-34
3905.3125,28,2,-28
3905.625,26,8,-34
3905.9375,26,4,-40
3906.25,14,10,-34
3906.5625,6,12,-40
3906.875,32,-6,-30
3907.1875,12,2,-34
3907.5,44,-12,-18
3907.8125,34,-4,-28
3908.125,30,-4,6
3908.4375,46,2,-24
3908.75,28,0,-48
3909.0625,26,-4,-34
3909.375,24,4,-32
3909.6875,32,10,-14
3910,28,12,-20
3910.3125,40,0,-10
3910.625,28,0,-38
3910.9375,30,6,-26
3911.25,26,12,-6
3911.5625,30,0,-26
3911.875,32,0,-32
3912.1875,30,0,-28
3912.5,24,8,-32
3912.8125,24,12,-28
3913.125,52,-6,-14
3913.4375,24,0,-18
3913.75,22,12,-34
3914.0625,22,8,-30
3914.375,28,2,-28
3914.6875,30,26,-34
3915,24,4,-34
3915.3125,26,0,-26
3915.625,24,8,-40
3915.9375,10,12,-26
3916.25,28,-4,-32
3916.5625,24,0,-34
3916.875,52,-8,-18
3917.1875,28,2,-16
3917.5,38,0,-26
3917.8125,28,14,-32
3918.125,16,6,-30
3918.4375,26,0,-34
3918.75,20,16,-38
3919.0625,22,-8,-36
3919.375,32,2,-24
3919.6875,26,-10,-32
3920,28,10,-24
3920.3125,56,-8,0
3920.625,38,2,-20
3920.9375,30,2,-44
3921.25,30,-4,-20
3921.5625,30,0,-26
3921.875,22,8,-38
3922.1875,24,8,-34
3922.5,38,-26,-28
3922.8125,46,0,0
3923.125,32,-10,-48
3923.4375,16,16,-32
3923.75,32,-8,0
3924.0625,36,4,-20
3924.375,32,0,-28
3924.6875,28,0,-28
3925,32,0,-20
3925.3125,28,-4,-12
3925.625,34,-14,-26
3925.9375,28,8,-36
3926.25,24,-16,-8
3926.5625,28,8,-24
3926.875,54,12,-42
3927.1875,30,0,-20
3927.5,26,0,-32
3927.8125,24,2,-36
3928.125,24,2,-30
3928.4375,32,-10,-28
3928.75,30,2,-30
3929.0625,20,10,-8
3929.375,24,16,-42
3929.6875,28,8,-24
3930,12,2,-42
3930.3125,32,6,-18
3930.625,28,0,-6
3930.9375,36,0,-20
3931.25,38,0,-28
3931.5625,38,0,-30
3931.875,30,8,-36
3932.1875,24,14,-46
3932.5,28,0,-28
3932.8125,24,18,-38
3933.125,22,-4,-30
3933.4375,32,0,-22
3933.75,30,0,-30
3934.0625,38,6,-24
3934.375,26,0,-34
3934.6875,40,0,-22
3935,20,4,-40
3935.3125,28,-10,-38
3935.625,26,0,-38
3935.9375,28,24,-54
3936.25,20,-6,-18
3936.5625,36,0,-26
3936.875,28,0,-24
3937.1875,30,2,-32
3937.5,26,4,-30
3937.8125,24,10,-42
3938.125,38,0,-28
3938.4375,32,0,-30
3938.75,34,-6,-26
3939.0625,12,6,-40
3939.375,30,8,-30
3939.6875,42,-6,0
3940,42,6,-30
3940.3125,22,0,-44
3940.625,32,-4,-34
3940.9375,32,0,-26
3941.25,24,4,-22
3941.5625,32,-14,-16
3941.875,54,0,-24
3942.1875,22,6,-36
3942.5,26,-8,-32
3942.8125,24,2,-18
3943.125,30,-6,-32
3943.4375,32,0,-20
3943.75,34,-4,4
3944.0625,28,0,-34
3944.375,22,2,-32
3944.6875,22,6,-46
3945,32,6,-16
3945.3125,24,-4,-62
3945.625,32,6,-60
3945.9375,20,-6,-28
3946.25,30,0,-62
3946.5625,24,0,-30
3946.875,30,0,-24
3947.1875,30,4,-24
3947.5,36,4,-24
3947.8125,26,0,-28
3948.125,42,-2,-22
3948.4375,26,2,-42
3948.75,8,30,-24
3949.0625,30,0,-26
3949.375,56,-12,-42
3949.6875,30,0,-20
3950,24,0,-40
3950.3125,32,-2,-36
3950.625,30,0,-30
3950.9375,26,0,-20
3951.25,30,0,-24
3951.5625,26,14,-28
3951.875,22,12,-38
3952.1875,28,-18,-52
3952.5,24,16,-46
3952.8125,34,0,-34
3953.125,22,4,-34
3953.4375,24,0,-26
3953.75,30,0,-24
3954.0625,14,4,-24
3954.375,30,8,-28
3954.6875,44,2,-34
3955,18,12,-42
3955.3125,60,-14,-22
3955.625,42,-4,-32
3955.9375,28,0,-14
3956.25,36,2,-22
3956.5625,32,0,-42
3956.875,30,-2,-28
3957.1875,24,0,-40
3957.5,22,4,-32
3957.8125,30,2,-34
3958.125,36,10,-10
3958.4375,32,0,-16
3958.75,22,-10,-6
3959.0625,40,-8,-8
3959.375,28,4,-28
3959.6875,22,12,-36
3960,24,2,-30
3960.3125,28,2,-28
3960.625,26,2,-48
3960.9375,24,6,-24
3961.25,50,0,-16
3961.5625,26,12,-40
3961.875,28,-6,-64
3962.1875,14,24,-32
3962.5,28,10,-20
3962.8125,22,0,-28
3963.125,28,-6,-36
3963.4375,18,0,-34
3963.75,26,0,-28
3964.0625,20,8,-32
3964.375,32,4,-8
3964.6875,34,0,-24
3965,24,12,-38
3965.3125,28,2,-26
3965.625,16,4,-8
3965.9375,34,0,-26
3966.25,30,0,-34
3966.5625,28,4,-36
3966.875,26,0,-38
3967.1875,36,0,-26
3967.5,16,0,-22
3967.8125,26,4,-26
3968.125,22,6,-70
3968.4375,28,-8,-30
3968.75,30,0,0
3969.0625,30,0,-26
3969.375,24,12,-32
3969.6875,30,2,-30
3970,26,0,-30
3970.3125,14,2,-32
3970.625,32,4,-16
3970.9375,0,20,-28
3971.25,36,2,-12
3971.5625,24,8,-26
3971.875,40,-20,-12
3972.1875,32,-6,-32
3972.5,30,2,-64
3972.8125,28,-2,-28
3973.125,28,4,-32
3973.4375,28,2,-32
3973.75,32,0,-24
3974.0625,24,0,-34
3974.375,38,-24,-30
3974.6875,16,8,-40
3975,28,22,-12
3975.3125,36,-6,-26
3975.625,32,2,-32
3975.9375,30,-4,-36
3976.25,20,0,-32
3976.5625,32,0,-32
3976.875,38,-14,-32
3977.1875,32,2,-34
3977.5,20,18,-46
3977.8125,34,2,-22
3978.125,42,-16,-32
3978.4375,28,6,-38
3978.75,22,0,-16
3979.0625,30,0,-30
3979.375,32,0,-38
3979.6875,28,0,-30
3980,30,-14,-32
3980.3125,36,0,-30
3980.625,34,-4,-38
3980.9375,22,0,-34
3981.25,28,2,-18
3981.5625,30,-10,-34
3981.875,28,0,-32
3982.1875,28,0,-28
3982.5,30,0,-46
3982.8125,24,0,-34
3983.125,26,0,-32
3983.4375,30,2,-26
3983.75,32,0,-10
3984.0625,22,14,-50
3984.375,24,0,-38
3984.6875,34,-8,-26
3985,30,0,-66
3985.3125,28,2,-26
3985.625,28,6,-32
3985.9375,18,0,-28
3986.25,28,10,-18
3986.5625,16,2,-26
3986.875,34,0,-16
3987.1875,48,14,0
3987.5,32,6,-44
3987.8125,18,0,-46
3988.125,30,4,-30
3988.4375,26,14,-30
3988.75,30,4,-34
3989.0625,34,4,-24
3989.375,36,0,-26
3989.6875,40,8,-32
3990,20,8,-46
3990.3125,28,0,-42
3990.625,12,30,-34
3990.9375,28,8,-44
3991.25,18,-6,-30
3991.5625,30,0,-30
3991.875,42,6,-28
3992.1875,28,2,-34
3992.5,26,0,-30
3992.8125,30,0,-38
3993.125,22,8,-44
3993.4375,28,0,-24
3993.75,56,-8,-24
3994.0625,26,-6,-28
3994.375,14,0,0
3994.6875,28,2,-26
3995,24,0,-28
3995.3125,24,4,-28
3995.625,24,8,-32
3995.9375,36,2,-20
3996.25,32,0,-34
3996.5625,24,-12,-42
3996.875,24,-4,-34
3997.1875,28,22,-8
3997.5,38,0,-28
3997.8125,28,-4,-12
3998.125,32,-4,-32
3998.4375,32,0,-30
3998.75,28,2,-22
3999.0625,28,-12,-34
3999.375,28,-8,-30
3999.6875,40,-16,-20
4000,18,10,-40
4000.3125,26,0,-56
4000.625,18,20,-14
4000.9375,32,0,-38
4001.25,22,0,-26
4001.5625,26,12,-34
4001.875,26,0,-32
4002.1875,26,2,-46
4002.5,18,14,-32
4002.8125,38,0,-14
4003.125,18,0,-66
4003.4375,40,0,-28
4003.75,26,2,-42
4004.0625,18,-10,-26
4004.375,28,0,-32
4004.6875,12,0,-16
4005,32,0,-24
4005.3125,32,0,-24
4005.625,28,-6,-42
4005.9375,28,6,-44
4006.25,20,6,-32
4006.5625,46,0,-8
4006.875,28,2,-34
4007.1875,10,14,-22
4007.5,30,4,-32
4007.8125,18,2,-32
4008.125,34,-2,-30
4008.4375,16,6,-34
4008.75,28,0,-22
4009.0625,24,-4,-32
4009.375,22,0,-32
4009.6875,32,-10,-36
4010,30,0,-20
4010.3125,28,0,0
4010.625,20,2,-16
4010.9375,24,2,-22
4011.25,26,0,-28
4011.5625,24,8,-36
4011.875,20,12,-28
4012.1875,32,4,-20
4012.5,30,12,-20
4012.8125,34,-10,-18
4013.125,34,0,-38
4013.4375,20,12,-36
4013.75,28,0,-38
4014.0625,22,0,-10
4014.375,34,0,-30
4014.6875,24,0,-32
4015,32,0,-28
4015.3125,38,-12,-28
4015.625,28,0,-24
4015.9375,36,0,-26
4016.25,36,4,0
4016.5625,34,6,-32
4016.875,22,0,-58
4017.1875,24,-4,-30
4017.5,24,-6,-8
4017.8125,32,0,-30
4018.125,24,6,-26
4018.4375,22,8,-28
4018.75,38,4,-28
4019.0625,32,-4,-38
4019.375,34,0,-16
4019.6875,20,-14,-36
4020,22,6,-26
4020.3125,24,6,-60
4020.625,24,0,-26
4020.9375,32,-2,-32
4021.25,22,-8,-30
4021.5625,32,6,-26
4021.875,34,6,-18
4022.1875,46,0,-24
4022.5,18,12,-44
4022.8125,28,-4,-20
4023.125,28,28,-4
4023.4375,34,0,-28
4023.75,26,4,-42
4024.0625,16,0,-20
4024.375,26,0,-32
4024.6875,22,0,-34
4025,28,12,-38
4025.3125,30,0,-26
4025.625,44,-6,-8
4025.9375,30,4,-30
4026.25,10,28,-28
4026.5625,26,6,-16
4026.875,24,4,-38
4027.1875,16,0,-16
4027.5,24,6,-24
4027.8125,30,-6,-36
4028.125,24,0,-22
4028.4375,24,0,-32
4028.75,32,4,-18
4029.0625,28,0,-44
4029.375,46,-4,-20
4029.6875,34,0,-50
4030,40,-6,-40
4030.3125,30,2,-30
4030.625,24,0,-28
4030.9375,24,2,-30
4031.25,30,0,-32
4031.5625,30,-2,-32
4031.875,14,8,-30
4032.1875,24,0,-20
4032.5,20,4,-24
4032.8125,36,0,-10
4033.125,24,2,-32
4033.4375,12,28,-24
4033.75,30,18,-38
4034.0625,30,-4,-26
4034.375,24,6,-40
4034.6875,24,0,-14
4035,24,6,-20
4035.3125,18,16,-34
4035.625,26,6,-40
4035.9375,34,16,-16
4036.25,16,10,-28
4036.5625,32,0,-28
4036.875,28,2,-12
4037.1875,26,-14,-32
4037.5,36,2,-30
4037.8125,24,0,-32
4038.125,22,0,-24
4038.4375,28,0,-36
4038.75,22,24,-28
4039.0625,34,6,2
4039.375,22,0,0
4039.6875,20,14,-20
4040,24,0,-34
4040.3125,28,0,-34
4040.625,24,4,-36
4040.9375,26,2,-32
4041.25,26,-8,-30
4041.5625,20,0,-32
4041.875,20,6,-36
4042.1875,32,2,-24
4042.5,34,-12,-34
4042.8125,26,2,-20
4043.125,20,12,-48
